fecha,mes,sucursal,ciudad,formato_local,dia_semana,fin_de_semana,lluvia,temperatura,evento_local,caida_app_minutos,ordenes,ticket_promedio,descuento_pct,cancelaciones_pct,faltantes,reclamos,ingresos_brutos,costo_insumos,merma,empaque,comision_app,costo_personal,renta_local,servicios,marketing_local,mantenimiento,utilidad_bruta,utilidad_operativa
2025-01-15,2025-01,Cumbres,Monterrey,familiar,Wednesday,0,0,18.1,0,0,92,176.97,5.97,1.09,2,2,15309.43,4459.39,257.11,286.14,796.09,9865.19,2900.0,1029.82,476.22,257.42,9510.7,-5017.96
2025-01-15,2025-01,Tec,Monterrey,rapido_universitario,Wednesday,0,0,18.1,0,0,97,159.85,5.69,1.05,1,1,14623.12,4064.94,224.18,349.45,760.4,9868.58,2500.0,1057.93,549.33,262.7,9224.16,-5014.39
2025-01-16,2025-01,Centro,Monterrey,salon_y_retiro,Thursday,0,1,21.0,0,0,120,188.09,6.71,1.67,1,2,21056.56,6109.51,314.19,399.23,1094.94,10763.12,3200.0,1237.02,542.83,238.55,13138.68,-2842.84
2025-01-16,2025-01,Cumbres,Monterrey,familiar,Thursday,0,1,21.0,0,0,90,179.06,6.19,1.72,0,2,15117.65,4326.78,265.66,303.04,786.12,9528.3,2900.0,1035.94,565.16,220.24,9436.05,-4813.59
2025-01-16,2025-01,Tec,Monterrey,rapido_universitario,Thursday,0,1,21.0,0,0,82,164.23,6.35,1.57,1,3,12612.03,3607.55,229.45,278.58,655.83,9646.26,2500.0,1114.33,518.4,260.26,7840.63,-6198.61
2025-01-17,2025-01,Centro,Monterrey,salon_y_retiro,Friday,1,0,19.6,0,0,174,181.89,6.47,1.01,1,3,29600.06,8760.27,591.94,564.27,1539.2,11839.39,3200.0,1207.34,544.4,210.71,18144.37,1142.53
2025-01-17,2025-01,Cumbres,Monterrey,familiar,Friday,1,0,19.6,0,0,127,173.71,5.95,0.85,0,3,20748.15,5891.78,326.1,398.62,1078.9,11111.45,2900.0,1076.56,572.44,213.3,13052.73,-2821.01
2025-01-17,2025-01,Tec,Monterrey,rapido_universitario,Friday,1,0,19.6,0,0,132,151.85,6.54,1.1,0,2,18733.84,5360.0,325.99,400.99,974.16,10813.3,2500.0,1073.53,663.95,268.67,11672.71,-3646.75
2025-01-18,2025-01,Centro,Monterrey,salon_y_retiro,Saturday,1,0,23.1,0,0,189,182.6,6.09,1.28,1,3,32409.19,9235.55,643.27,671.18,1685.28,11901.87,3200.0,1147.9,458.77,259.13,20173.91,3206.23
2025-01-18,2025-01,Cumbres,Monterrey,familiar,Saturday,1,0,23.1,0,0,124,173.6,6.4,1.05,0,2,20148.09,5722.75,309.06,370.63,1047.7,10938.52,2900.0,938.33,604.76,247.6,12697.94,-2931.27
2025-01-18,2025-01,Tec,Monterrey,rapido_universitario,Saturday,1,0,23.1,0,0,144,169.88,6.21,0.83,0,1,22944.25,6538.94,370.76,481.78,1193.1,11061.65,2500.0,994.28,563.38,236.72,14359.66,-996.35
2025-01-19,2025-01,Centro,Monterrey,salon_y_retiro,Sunday,1,0,21.7,0,0,169,180.33,5.7,1.1,2,4,28739.35,8400.15,500.4,526.61,1494.45,12059.7,3200.0,1096.07,546.9,231.26,17817.76,683.83
2025-01-19,2025-01,Cumbres,Monterrey,familiar,Sunday,1,0,21.7,0,0,126,168.39,6.17,0.94,1,4,19906.86,5707.73,309.01,388.83,1035.16,11127.46,2900.0,1022.04,540.68,267.55,12466.14,-3391.59
2025-01-19,2025-01,Tec,Monterrey,rapido_universitario,Sunday,1,0,21.7,0,0,137,158.73,6.67,1.0,1,2,20296.6,5946.12,245.51,453.22,1055.42,10904.75,2500.0,1146.45,577.28,281.86,12596.32,-2814.01
2025-01-20,2025-01,Centro,Monterrey,salon_y_retiro,Monday,0,1,23.6,0,0,114,180.01,6.36,1.36,0,2,19215.21,5399.65,282.51,372.23,999.19,10656.16,3200.0,1211.08,541.02,194.0,12161.64,-3640.62
2025-01-20,2025-01,Cumbres,Monterrey,familiar,Monday,0,1,23.6,0,0,82,165.48,5.83,1.57,0,0,12777.92,3702.88,201.6,247.34,664.45,9819.03,2900.0,1144.22,551.71,277.09,7961.65,-6730.4
2025-01-20,2025-01,Tec,Monterrey,rapido_universitario,Monday,0,1,23.6,0,0,98,160.35,6.32,1.28,1,2,14720.91,4237.12,195.53,362.64,765.49,9818.79,2500.0,1015.21,473.1,231.56,9160.13,-4878.53
2025-01-21,2025-01,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,20.8,0,0,125,180.15,6.37,0.99,1,3,21085.66,6268.49,294.88,390.83,1096.45,10448.83,3200.0,1154.9,498.34,225.47,13035.01,-2492.52
2025-01-21,2025-01,Cumbres,Monterrey,familiar,Tuesday,0,0,20.8,0,0,90,165.13,5.91,1.03,0,1,13982.78,3989.96,227.87,263.08,727.1,9480.69,2900.0,1067.53,585.93,256.68,8774.77,-5516.05
2025-01-21,2025-01,Tec,Monterrey,rapido_universitario,Tuesday,0,0,20.8,0,0,97,152.68,6.39,1.01,0,1,13863.31,4059.09,227.92,334.93,720.89,9713.72,2500.0,1165.67,522.93,235.28,8520.49,-5617.11
2025-01-22,2025-01,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,24.0,0,0,121,183.49,6.3,1.28,1,1,20804.14,5947.52,333.51,397.56,1081.82,10837.0,3200.0,1122.17,586.58,206.97,13043.74,-2908.98
2025-01-22,2025-01,Cumbres,Monterrey,familiar,Wednesday,0,0,24.0,0,0,98,183.58,6.43,1.14,1,3,16833.45,4768.77,265.59,327.58,875.34,9933.92,2900.0,1069.39,563.83,231.66,10596.16,-4102.64
2025-01-22,2025-01,Tec,Monterrey,rapido_universitario,Wednesday,0,0,24.0,0,0,99,157.21,5.86,1.1,2,1,14651.9,4190.97,253.91,321.32,761.9,9832.87,2500.0,1025.79,601.06,309.38,9123.81,-5145.3
2025-01-23,2025-01,Centro,Monterrey,salon_y_retiro,Thursday,0,0,22.2,0,0,131,184.73,6.23,1.33,0,3,22691.35,6507.97,426.98,435.38,1179.95,10478.92,3200.0,1119.4,583.12,241.07,14141.06,-1481.45
2025-01-23,2025-01,Cumbres,Monterrey,familiar,Thursday,0,0,22.2,0,0,95,167.87,5.56,1.24,2,2,15060.98,4326.62,272.19,279.27,783.17,9672.82,2900.0,1086.8,603.51,198.39,9399.72,-5061.8
2025-01-23,2025-01,Tec,Monterrey,rapido_universitario,Thursday,0,0,22.2,0,0,107,154.16,5.87,1.29,1,1,15527.34,4434.07,277.35,375.64,807.42,9723.12,2500.0,1128.44,582.13,220.66,9632.87,-4521.49
2025-01-24,2025-01,Centro,Monterrey,salon_y_retiro,Friday,1,1,22.8,0,0,157,181.05,6.22,1.5,1,2,26656.37,7769.09,437.9,530.06,1386.13,12016.33,3200.0,1141.22,652.19,215.24,16533.18,-691.79
2025-01-24,2025-01,Cumbres,Monterrey,familiar,Friday,1,1,22.8,0,0,128,169.09,6.76,1.76,0,1,20181.26,5845.65,354.78,398.31,1049.43,10987.24,2900.0,1131.86,579.39,237.66,12533.1,-3303.06
2025-01-24,2025-01,Tec,Monterrey,rapido_universitario,Friday,1,1,22.8,0,0,139,144.44,6.39,1.34,2,2,18794.59,5327.23,314.77,415.15,977.32,10835.7,2500.0,990.29,548.8,254.9,11760.13,-3369.57
2025-01-25,2025-01,Centro,Monterrey,salon_y_retiro,Saturday,1,0,22.7,0,0,181,184.11,6.17,1.19,2,2,31266.77,8943.08,490.21,596.66,1625.87,11637.93,3200.0,1171.96,531.98,253.87,19610.96,2815.21
2025-01-25,2025-01,Cumbres,Monterrey,familiar,Saturday,1,0,22.7,0,0,119,173.15,6.32,1.04,3,3,19303.46,5870.33,461.71,353.98,1003.78,10931.21,2900.0,1130.53,552.75,241.48,11613.66,-4142.31
2025-01-25,2025-01,Tec,Monterrey,rapido_universitario,Saturday,1,0,22.7,0,0,133,147.15,6.13,0.77,1,1,18370.68,5219.81,285.87,427.53,955.28,10742.24,2500.0,977.6,502.03,178.75,11482.18,-3418.43
2025-01-26,2025-01,Centro,Monterrey,salon_y_retiro,Sunday,1,0,26.4,0,0,164,187.91,5.79,1.14,1,2,29033.14,8398.56,566.51,557.28,1509.72,11822.38,3200.0,1031.86,576.25,232.62,18001.06,1137.94
2025-01-26,2025-01,Cumbres,Monterrey,familiar,Sunday,1,0,26.4,0,0,132,170.74,6.72,0.8,1,3,21022.36,6003.93,303.05,393.84,1093.16,10751.61,2900.0,1108.33,659.82,274.35,13228.39,-2465.73
2025-01-26,2025-01,Tec,Monterrey,rapido_universitario,Sunday,1,0,26.4,0,0,126,152.76,6.08,1.25,0,1,18077.76,5252.3,320.51,409.03,940.04,10798.8,2500.0,991.52,518.55,173.08,11155.89,-3826.06
2025-01-27,2025-01,Centro,Monterrey,salon_y_retiro,Monday,0,1,22.1,0,0,120,195.21,6.55,1.33,2,3,21890.4,6217.19,308.51,413.52,1138.3,10311.74,3200.0,1202.95,441.76,206.8,13812.88,-1550.37
2025-01-27,2025-01,Cumbres,Monterrey,familiar,Monday,0,1,22.1,0,0,86,169.64,6.25,1.54,1,3,13677.05,3808.27,218.83,250.09,711.21,9823.85,2900.0,1115.45,508.97,220.77,8688.65,-5880.4
2025-01-27,2025-01,Tec,Monterrey,rapido_universitario,Monday,0,1,22.1,0,0,101,160.09,6.0,1.81,3,2,15200.02,4532.75,410.67,361.52,790.4,9839.79,2500.0,1085.44,525.65,233.62,9104.67,-5079.83
2025-01-28,2025-01,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,25.1,0,0,122,181.35,5.84,1.09,0,2,20833.12,6065.92,348.58,406.34,1083.32,10664.1,3200.0,1104.14,544.27,230.77,12928.95,-2814.32
2025-01-28,2025-01,Cumbres,Monterrey,familiar,Tuesday,0,0,25.1,0,0,97,164.49,6.6,1.11,0,2,14902.52,4236.67,243.22,272.45,774.93,10005.58,2900.0,1045.29,447.74,218.07,9375.26,-5241.42
2025-01-28,2025-01,Tec,Monterrey,rapido_universitario,Tuesday,0,0,25.1,0,0,82,157.76,6.52,1.2,0,1,12093.22,3556.79,201.2,278.19,628.85,9990.09,2500.0,1271.69,608.35,244.18,7428.19,-7186.12
2025-01-29,2025-01,Centro,Monterrey,salon_y_retiro,Wednesday,0,1,25.0,0,0,111,177.65,6.22,1.36,1,2,18493.22,5480.73,264.41,349.12,961.65,10570.43,3200.0,1130.61,597.1,225.29,11437.31,-4286.11
2025-01-29,2025-01,Cumbres,Monterrey,familiar,Wednesday,0,1,25.0,0,0,81,161.16,5.92,1.58,1,1,12280.56,3506.21,197.26,239.52,638.59,9693.19,2900.0,1082.47,468.17,205.46,7698.98,-6650.3
2025-01-29,2025-01,Tec,Monterrey,rapido_universitario,Wednesday,0,1,25.0,0,0,108,144.87,6.1,1.53,1,1,14691.88,4212.98,234.92,336.71,763.98,9462.01,2500.0,1089.68,511.52,223.57,9143.29,-4643.49
2025-01-30,2025-01,Centro,Monterrey,salon_y_retiro,Thursday,0,0,25.2,0,0,132,181.02,6.48,1.28,2,3,22347.12,6400.6,349.77,443.03,1162.05,10354.03,3200.0,1114.66,526.12,228.94,13991.67,-1432.08
2025-01-30,2025-01,Cumbres,Monterrey,familiar,Thursday,0,0,25.2,0,0,77,165.66,6.19,1.23,2,2,11965.51,3425.04,171.57,232.16,622.21,9755.44,2900.0,1142.41,628.83,239.03,7514.53,-7151.17
2025-01-30,2025-01,Tec,Monterrey,rapido_universitario,Thursday,0,0,25.2,0,0,86,152.83,5.76,0.92,2,2,12386.38,3479.57,214.37,300.5,644.09,9735.22,2500.0,1052.68,534.82,248.54,7747.84,-6323.42
2025-01-31,2025-01,Centro,Monterrey,salon_y_retiro,Friday,1,0,26.5,0,0,183,191.11,6.61,1.2,0,2,32662.32,9415.1,497.57,650.35,1698.44,11735.16,3200.0,1035.2,614.99,259.98,20400.86,3555.53
2025-01-31,2025-01,Cumbres,Monterrey,familiar,Friday,1,0,26.5,0,0,127,176.56,6.52,1.15,0,1,20961.44,5977.65,294.12,402.43,1089.99,11214.6,2900.0,1066.06,498.93,300.84,13197.24,-2783.19
2025-01-31,2025-01,Tec,Monterrey,rapido_universitario,Friday,1,0,26.5,0,0,132,150.6,6.27,1.16,0,3,18632.79,5311.29,263.73,431.88,968.91,11138.74,2500.0,1055.63,564.88,237.2,11656.98,-3839.46
2025-02-01,2025-02,Centro,Monterrey,salon_y_retiro,Saturday,1,0,22.9,0,0,191,184.42,6.31,1.31,2,3,33001.22,9597.24,488.39,609.28,1815.07,12101.74,3200.0,1195.66,612.91,252.55,20491.24,3128.38
2025-02-01,2025-02,Cumbres,Monterrey,familiar,Saturday,1,0,22.9,0,0,139,180.78,6.4,0.98,0,1,23520.94,6959.06,336.47,475.87,1293.65,11315.43,2900.0,1275.07,595.14,236.93,14455.89,-1866.68
2025-02-01,2025-02,Tec,Monterrey,rapido_universitario,Saturday,1,0,22.9,0,0,139,159.14,6.4,1.12,1,3,20704.57,5853.01,341.98,457.43,1138.75,11243.67,2500.0,1213.79,547.41,263.19,12913.41,-2854.64
2025-02-02,2025-02,Centro,Monterrey,salon_y_retiro,Sunday,1,0,26.7,0,0,175,188.47,6.4,0.81,1,2,30869.9,9128.72,511.65,594.48,1697.84,11755.72,3200.0,1255.18,631.32,240.86,18937.2,1854.12
2025-02-02,2025-02,Cumbres,Monterrey,familiar,Sunday,1,0,26.7,0,0,129,161.97,6.61,1.61,2,3,19511.95,5691.02,273.75,396.81,1073.16,10987.78,2900.0,1140.25,562.55,266.49,12077.21,-3779.85
2025-02-02,2025-02,Tec,Monterrey,rapido_universitario,Sunday,1,0,26.7,0,0,144,160.95,6.12,1.01,1,2,21758.43,6185.24,293.04,489.78,1196.71,10876.54,2500.0,1060.68,476.42,245.47,13593.65,-1565.45
2025-02-03,2025-02,Centro,Monterrey,salon_y_retiro,Monday,0,0,28.6,0,0,118,180.66,6.62,1.17,1,4,19905.66,5735.74,272.46,351.99,1094.81,10870.42,3200.0,1176.37,488.27,210.44,12450.65,-3494.86
2025-02-03,2025-02,Cumbres,Monterrey,familiar,Monday,0,0,28.6,0,0,98,175.15,6.16,1.29,2,1,16107.64,4643.06,271.1,296.81,885.92,9624.99,2900.0,1135.19,583.84,287.41,10010.76,-4520.68
2025-02-03,2025-02,Tec,Monterrey,rapido_universitario,Monday,0,0,28.6,0,0,84,174.31,6.01,1.34,2,3,13761.93,3992.32,188.22,325.15,756.91,9881.26,2500.0,978.41,677.3,261.24,8499.34,-5798.87
2025-02-04,2025-02,Centro,Monterrey,salon_y_retiro,Tuesday,0,0,23.0,0,0,141,194.28,6.82,1.2,0,2,25525.61,7164.76,321.52,487.33,1403.91,10631.55,3200.0,1143.49,545.1,297.92,16148.09,330.04
2025-02-04,2025-02,Cumbres,Monterrey,familiar,Tuesday,0,0,23.0,0,0,105,171.41,6.71,1.08,1,3,16790.37,4777.42,259.28,296.84,923.47,10031.15,2900.0,1269.28,516.16,246.78,10533.36,-4429.99
2025-02-04,2025-02,Tec,Monterrey,rapido_universitario,Tuesday,0,0,23.0,0,0,94,151.73,5.98,1.42,3,4,13410.24,3977.94,313.93,303.95,737.56,10154.25,2500.0,1175.37,562.59,258.22,8076.85,-6573.58
2025-02-05,2025-02,Centro,Monterrey,salon_y_retiro,Wednesday,0,0,24.2,1,0,131,182.08,5.92,1.18,0,2,22440.22,6537.13,295.31,408.11,1234.21,10640.2,3200.0,1207.25,806.79,265.55,13965.46,-2154.33
2025-02-05,2025-02,Cumbres,Monterrey,familiar,Wednesday,0,0,24.2,1,0,91,180.47,5.9,1.42,1,0,15454.87,4638.06,296.05,277.69,850.02,10040.42,2900.0,1139.99,734.6,195.5,9393.05,-5617.46
2025-02-05,2025-02,Tec,Monterrey,rapido_universitario,Wednesday,0,0,24.2,1,0,108,161.44,6.42,1.38,1,4,16316.69,4676.97,269.53,344.02,897.42,9784.44,2500.0,1248.0,687.57,255.92,10128.76,-4347.17
2025-02-06,2025-02,Centro,Monterrey,salon_y_retiro,Thursday,0,0,23.0,0,0,127,181.65,6.2,1.31,2,2,21638.43,6185.81,358.43,408.97,1190.11,10995.09,3200.0,1340.87,587.93,238.96,13495.11,-2867.74
2025-02-06,2025-02,Cumbres,Monterrey,familiar,Thursday,0,0,23.0,0,0,93,166.54,6.08,1.05,1,2,14547.18,4254.69,221.15,273.52,800.09,9790.71,2900.0,1270.12,572.81,293.67,8997.73,-5829.58
2025-02-06,2025-02,Tec,Monterrey,rapido_universitario,Thursday,0,0,23.0,0,0,108,167.57,6.28,1.31,3,2,16961.84,5159.88,430.76,397.27,932.9,10147.74,2500.0,1244.57,519.84,252.52,10041.03,-4623.64
2025-02-07,2025-02,Centro,Monterrey,salon_y_retiro,Friday,1,1,23.9,0,0,162,183.86,6.39,1.67,0,4,27880.32,8203.34,487.55,519.51,1533.42,11993.56,3200.0,1194.28,568.96,188.37,17136.51,-8.67
